id,formula,X,Y,Z,struct,dE,form_en,lat,ahc,Tc,efermi,polarization,magX1,magX2,magY,magZ,magsum,ne,negativityX,negativityY,negativityZ,numX,numY,numZ,radiusX,radiusY,radiusZ,rXY,rYZ,rXZ,weightX,weightY,weightZ,densityX,densityY,densityZ,dipoleX,dipoleY,dipoleZ,latX,latY,latZ,structX,structY,structZ,periodX,periodY,periodZ,groupX,groupY,groupZ
2135,Sc2CdAs,Sc,Cd,As,l21,1.949992,-0.467754,6.907178845,281.2091,0,5.0369,0.286766,0.075,0.075,0.003,0.004,0.157,13,1.36,1.69,2.18,21,48,33,160,155,115,1.032258,1.347826,1.391304,44.955908,112.414,74.921595,2.99,8.69,5.75,97,46,30,3.31,2.98,4.13,HEX,HEX,RHL,4,5,4,3,12,15
2521,Ti2PdB,Ti,Pd,B,l21,0.624979,-0.0728525,6.043467711,280.664,0,7.5762,0.125042,0.437,0.437,0.114,-0.017,0.971,21,1.54,2.2,2.04,22,46,5,140,140,85,1,1.647059,1.647059,47.867,106.42,10.81,4.506,12,2.34,100,26.14,20.5,2.95,3.89,8.73,HEX,FCC,TET,4,5,2,4,10,13
2750,V2MoAl,V,Mo,Al,l21,0.278808,-0.13842375,6.122997424,280.482,76.5015,8.35,0.52171,0.485,0.485,-0.152,-0.006,0.812,19,1.63,2.16,1.61,23,42,13,135,145,125,0.931034,1.16,1.08,50.9415,95.95,26.981538,6,10.2,2.7,87,87,57.8,3.02,3.15,4.05,BCC,BCC,FCC,4,5,3,5,6,13
1371,Pd2CrPb,Pd,Cr,Pb,l21,0.300842,-0.026559,6.529767671,279.2111,0,8.4186,0.246985,0.046,0.046,3.567,-0.066,3.593,30,2.2,1.66,1.8,46,24,82,140,140,180,1,0.777778,0.777778,106.42,51.9961,207.2,12,7.15,11.3,26.14,83,47,3.89,2.88,4.95,FCC,BCC,FCC,5,4,6,10,6,14
626,Fe2IrSi,Fe,Ir,Si,xa,-0.461355,-0.1720475,5.828996567,275.9768,1793,10.8377,0.406786,2.334,-1.998,0.181,0.05,0.567,29,1.83,2.2,1.9,26,77,14,140,135,110,1.037037,1.227273,1.272727,55.845,192.217,28.085,7.87,22.5622,2.3296,62,54,37.3,2.87,3.84,5.43,BCC,FCC,DIA,4,6,3,8,9,14
1102,Ni2CrAs,Ni,Cr,As,xa,-0.10152,-0.0033625,5.765765664,275.663,0,9.469,0.384819,0.239,0.071,1.663,-0.02,1.953,31,1.91,1.66,2.18,28,24,33,135,140,115,0.964286,1.217391,1.173913,58.6934,51.9961,74.921595,8.9,7.15,5.75,49,83,30,3.52,2.88,4.13,FCC,BCC,RHL,4,4,4,10,6,15
2397,Ti2AuSn,Ti,Au,Sn,l21,0.990629,-0.26358875,6.649083455,275.1998,124.502,7.4583,0.498411,0.415,0.415,0.004,0.003,0.837,13,1.54,2.4,1.96,22,79,50,140,135,145,1.037037,0.931034,0.965517,47.867,196.966569,118.71,4.506,19.3,7.287,100,36,53,2.95,4.08,5.82,HEX,FCC,TET,4,6,5,4,11,14
2865,V2WGe,V,W,Ge,l21,0.268555,-0.034773,6.113609875,274.6509,168.002,8.2133,0.111477,0.74,0.74,-0.15,-0.006,1.324,20,1.63,1.7,2.01,23,74,32,135,135,125,1,1.08,1.08,50.9415,183.84,72.63,6,19.3,5.3234,87,68,40,3.02,3.16,5.66,BCC,BCC,DIA,4,6,4,5,6,14
2821,V2RuGe,V,Ru,Ge,xa,-0.808553,-0.252449,6.023694177,274.2515,72.0015,8.4899,0.424457,-0.3,1.208,0.193,0.001,1.102,22,1.63,2.2,2.01,23,44,32,135,130,125,1.038462,1.04,1.08,50.9415,101.07,72.63,6,12.1,5.3234,87,72,40,3.02,2.7,5.66,BCC,HEX,DIA,4,5,4,5,8,14
365,Cr2MnAs,Cr,Mn,As,l21,0.177785,-0.02716275,5.841766915,273.1345,393.002,10.4446,0.767053,-1.389,-1.389,2.799,0.081,0.102,24,1.66,1.55,2.18,24,25,33,140,140,115,1,1.217391,1.217391,51.9961,54.938044,74.921595,7.15,7.3,5.75,83,68,30,2.88,8.89,4.13,BCC,CUB,RHL,4,4,4,6,7,15
2733,V2IrGe,V,Ir,Ge,xa,-0.622047,-0.26554925,6.051828541,271.1462,261.002,8.0002,0.355926,-0.365,0.964,0.121,0.007,0.727,23,1.63,2.2,2.01,23,77,32,135,135,125,1,1.08,1.08,50.9415,192.217,72.63,6,22.5622,5.3234,87,54,40,3.02,3.84,5.66,BCC,FCC,DIA,4,6,4,5,9,14
445,Cr2RuGa,Cr,Ru,Ga,xa,-0.873123,-0.04945325,5.964824709,270.9284,828.002,9.1221,0.867021,-1.754,2.35,0.227,0.026,0.849,23,1.66,2.2,1.81,24,44,31,140,130,130,1.076923,1,1.076923,51.9961,101.07,69.723,7.15,12.1,5.91,83,72,50,2.88,2.7,4.51,BCC,HEX,ORC,4,5,4,6,8,13
813,Mn2AuSi,Mn,Au,Si,xa,-0.119717,-0.007107,6.123222284,269.837,0,9.9236,0.107627,3.386,-2.966,0.012,0.049,0.481,19,1.55,2.4,1.9,25,79,14,140,135,110,1.037037,1.227273,1.272727,54.938044,196.966569,28.085,7.3,19.3,2.3296,68,36,37.3,8.89,4.08,5.43,CUB,FCC,DIA,4,6,3,7,11,14
2211,Sc2MnAl,Sc,Mn,Al,l21,0.156541,-0.1920755,6.701689372,268.3184,285.002,5.6035,0.692898,-0.253,-0.253,3.132,-0.014,2.612,16,1.36,1.55,1.61,21,25,13,160,140,125,1.142857,1.12,1.28,44.955908,54.938044,26.981538,2.99,7.3,2.7,97,68,57.8,3.31,8.89,4.05,HEX,CUB,FCC,4,4,3,3,7,13
1035,Mn2ZnAl,Mn,Zn,Al,l21,0.324016,-0.13201425,5.923887469,267.8566,0,7.7955,0.742258,2.41,2.41,-0.033,-0.068,4.719,19,1.55,1.65,1.61,25,30,13,140,135,125,1.037037,1.08,1.12,54.938044,65.38,26.981538,7.3,7.134,2.7,68,38.67,57.8,8.89,2.66,4.05,CUB,HEX,FCC,4,4,3,7,12,13
720,Fe2ScGa,Fe,Sc,Ga,l21,0.821378,-0.133273,6.002035496,266.9009,618.002,6.839,0.933708,1.142,1.142,-0.241,-0.089,1.954,22,1.83,1.36,1.81,26,21,31,140,160,130,0.875,1.230769,1.076923,55.845,44.955908,69.723,7.87,2.99,5.91,62,97,50,2.87,3.31,4.51,BCC,HEX,ORC,4,4,4,8,3,13
159,Co2PtGa,Co,Pt,Ga,xa,-0.111698,-0.1558345,5.925427547,266.4294,504.002,8.6933,0.81677,1.62,1.56,0.201,-0.033,3.348,31,1.88,2.2,1.81,27,78,31,135,135,130,1,1.038462,1.038462,58.933194,195.084,69.723,8.86,21.5,5.91,55,48,50,2.51,3.92,4.51,HEX,FCC,ORC,4,6,4,9,10,13
395,Cr2NbSi,Cr,Nb,Si,l21,0.701299,-0.185269,6.002949078,266.0385,0,9.1678,0.652333,1.626,1.626,-0.389,-0.048,2.815,21,1.66,1.6,1.9,24,41,14,140,145,110,0.965517,1.318182,1.272727,51.9961,92.90637,28.085,7.15,8.57,2.3296,83,98,37.3,2.88,3.3,5.43,BCC,BCC,DIA,4,5,3,6,5,14
2181,Sc2FeBi,Sc,Fe,Bi,l21,1.032936,-0.16409625,6.894054943,265.5981,97.5015,6.8197,0.004124,-0.385,-0.385,2.214,0.056,1.5,19,1.36,1.83,1.9,21,26,83,160,140,160,1.142857,0.875,1,44.955908,55.845,208.9804,2.99,7.87,9.79,97,62,48,3.31,2.87,4.75,HEX,BCC,RHL,4,4,6,3,8,15
1228,Ni2RhIn,Ni,Rh,In,xa,-0.054254,-0.0613935,6.075372369,265.4559,0,8.1613,0.830489,0.539,0.146,0.186,-0.016,0.855,32,1.91,2.28,1.78,28,45,49,135,135,155,1,0.870968,0.870968,58.6934,102.9055,114.818,8.9,12.4,7.31,49,66,65,3.52,3.8,4.59,FCC,FCC,TET,4,5,5,10,9,13
1760,Rh2RuAl,Rh,Ru,Al,xa,-0.045676,-0.19128275,6.085154484,265.421,0,10.9784,0.432143,0.27,0.103,0.354,0.001,0.728,29,2.28,2.2,1.61,45,44,13,135,130,125,1.038462,1.04,1.08,102.9055,101.07,26.981538,12.4,12.1,2.7,66,72,57.8,3.8,2.7,4.05,FCC,HEX,FCC,5,5,3,9,8,13
149,Co2PdGe,Co,Pd,Ge,l21,0.104038,-0.0202845,5.8854746,263.8258,399.002,9.1155,0.641818,1.263,1.263,0.156,-0.055,2.627,32,1.88,2.2,2.01,27,46,32,135,140,125,0.964286,1.12,1.08,58.933194,106.42,72.63,8.86,12,5.3234,55,26.14,40,2.51,3.89,5.66,HEX,FCC,DIA,4,5,4,9,10,14
424,Cr2PtGe,Cr,Pt,Ge,xa,-0.605445,-0.0362,6.055874606,263.6289,201.002,9.9795,0.971641,2.865,-1.268,0.248,0.024,1.869,26,1.66,2.2,2.01,24,78,32,140,135,125,1.037037,1.08,1.12,51.9961,195.084,72.63,7.15,21.5,5.3234,83,48,40,2.88,3.92,5.66,BCC,FCC,DIA,4,6,4,6,10,14
78,Co2HfAl,Co,Hf,Al,l21,1.993346,-0.5728455,6.021681751,262.7416,193.502,7.9248,0.870335,0.586,0.586,-0.101,-0.001,1.07,25,1.88,1.3,1.61,27,72,13,135,155,125,0.870968,1.24,1.08,58.933194,178.49,26.981538,8.86,13.3,2.7,55,103,57.8,2.51,3.2,4.05,HEX,HEX,FCC,4,6,3,9,4,13
595,Fe2FeAl,Fe,Fe,Al,l21,1.012182,-0.16120475,5.606041556,262.162,846.002,10.6467,0.449428,1.801,1.801,2.326,-0.054,5.874,27,1.83,1.83,1.61,26,26,13,140,140,125,1,1.12,1.12,55.845,55.845,26.981538,7.87,7.87,2.7,62,62,57.8,2.87,2.87,4.05,BCC,BCC,FCC,4,4,3,8,8,13
2860,V2WAl,V,W,Al,l21,0.451899,-0.109791,6.135385935,262.0752,57.0015,8.0819,0.698704,0.493,0.493,-0.126,-0.005,0.855,19,1.63,1.7,1.61,23,74,13,135,135,125,1,1.08,1.08,50.9415,183.84,26.981538,6,19.3,2.7,87,68,57.8,3.02,3.16,4.05,BCC,BCC,FCC,4,6,3,5,6,13
384,Cr2MoSi,Cr,Mo,Si,l21,0.25291,-0.1283375,5.888822043,261.8147,0,11.6312,0.663356,1.196,1.196,-0.445,-0.037,1.91,22,1.66,2.16,1.9,24,42,14,140,145,110,0.965517,1.318182,1.272727,51.9961,95.95,28.085,7.15,10.2,2.3296,83,87,37.3,2.88,3.15,5.43,BCC,BCC,DIA,4,5,3,6,6,14
2152,Sc2CoPb,Sc,Co,Pb,l21,0.814768,-0.19072275,6.829022332,261.6488,0,5.9602,0.319104,-0.175,-0.175,1.302,0.089,1.041,19,1.36,1.88,1.8,21,27,82,160,135,180,1.185185,0.75,0.888889,44.955908,58.933194,207.2,2.99,8.86,11.3,97,55,47,3.31,2.51,4.95,HEX,HEX,FCC,4,4,6,3,9,14
562,Fe2CoAl,Fe,Co,Al,xa,-1.211645,-0.262614,5.689600365,259.7136,823.502,9.7416,0.478549,2.566,1.603,1.047,-0.045,5.171,28,1.83,1.88,1.61,26,27,13,140,135,125,1.037037,1.08,1.12,55.845,58.933194,26.981538,7.87,8.86,2.7,62,55,57.8,2.87,2.51,4.05,BCC,HEX,FCC,4,4,3,8,9,13
1936,Ru2IrAl,Ru,Ir,Al,xa,-0.007465,-0.048803,6.114881253,258.3082,252.002,10.8298,0.274948,1.224,0.525,0.373,0.007,2.129,28,2.2,2.2,1.61,44,77,13,130,135,125,0.962963,1.08,1.04,101.07,192.217,26.981538,12.1,22.5622,2.7,72,54,57.8,2.7,3.84,4.05,HEX,FCC,FCC,5,6,3,8,9,13
2583,Ti2TiSi,Ti,Ti,Si,xa,0,-0.316004,6.288987913,258.2927,105.002,7.347,0.365561,0.922,0.207,0.207,-0.027,1.309,16,1.54,1.54,1.9,22,22,14,140,140,110,1,1.272727,1.272727,47.867,47.867,28.085,4.506,4.506,2.3296,100,100,37.3,2.95,2.95,5.43,HEX,HEX,DIA,4,4,3,4,4,14
1368,Pd2CrGa,Pd,Cr,Ga,l21,0.481763,-0.31107225,6.192278333,258.0164,0,8.2151,0.205925,0.119,0.119,3.299,-0.045,3.492,29,2.2,1.66,1.81,46,24,31,140,140,130,1,1.076923,1.076923,106.42,51.9961,69.723,12,7.15,5.91,26.14,83,50,3.89,2.88,4.51,FCC,BCC,ORC,5,4,4,10,6,13
1094,Ni2CoGa,Ni,Co,Ga,xa,-0.097146,-0.16156675,5.675963103,257.9353,67.5015,7.2878,0.70938,0.414,0.208,1.186,-0.054,1.754,32,1.91,1.88,1.81,28,27,31,135,135,130,1,1.038462,1.038462,58.6934,58.933194,69.723,8.9,8.86,5.91,49,55,50,3.52,2.51,4.51,FCC,HEX,ORC,4,4,4,10,9,13
2678,V2CoGe,V,Co,Ge,xa,-0.213604,-0.12039425,5.879911084,257.8763,171.002,7.6661,0.834989,-0.263,0.791,0.376,0.004,0.908,23,1.63,1.88,2.01,23,27,32,135,135,125,1,1.08,1.08,50.9415,58.933194,72.63,6,8.86,5.3234,87,55,40,3.02,2.51,5.66,BCC,HEX,DIA,4,4,4,5,9,14
2557,Ti2RuGe,Ti,Ru,Ge,xa,-0.224416,-0.45870625,6.215752864,256.9805,190.502,8.3685,0.999991,0.54,1.229,-0.075,-0.015,1.679,20,1.54,2.2,2.01,22,44,32,140,130,125,1.076923,1.04,1.12,47.867,101.07,72.63,4.506,12.1,5.3234,100,72,40,2.95,2.7,5.66,HEX,HEX,DIA,4,5,4,4,8,14
435,Cr2RhGe,Cr,Rh,Ge,xa,-0.973763,-0.11191975,5.984185292,253.1241,906.002,9.9441,0.916383,2.614,-1.857,0.218,0.009,0.984,25,1.66,2.28,2.01,24,45,32,140,135,125,1.037037,1.08,1.12,51.9961,102.9055,72.63,7.15,12.4,5.3234,83,66,40,2.88,3.8,5.66,BCC,FCC,DIA,4,5,4,6,9,14
1693,Rh2MnSn,Rh,Mn,Sn,l21,1.428524,-0.458238,6.280645467,252.7434,1135.5,9.9146,0.457078,0.434,0.434,3.801,-0.03,4.639,29,2.28,1.55,1.96,45,25,50,135,140,145,0.964286,0.965517,0.931034,102.9055,54.938044,118.71,12.4,7.3,7.287,66,68,53,3.8,8.89,5.82,FCC,CUB,TET,5,4,5,9,7,14
771,Fe2ZnAl,Fe,Zn,Al,l21,0.562817,-0.0431035,5.788009829,250.8807,135.002,8.2728,0.858783,1.429,1.429,-0.034,-0.055,2.769,21,1.83,1.65,1.61,26,30,13,140,135,125,1.037037,1.08,1.12,55.845,65.38,26.981538,7.87,7.134,2.7,62,38.67,57.8,2.87,2.66,4.05,BCC,HEX,FCC,4,4,3,8,12,13
1772,Rh2ScAs,Rh,Sc,As,l21,0.926973,-0.6490705,6.289238229,250.4984,84.0015,9.322,0.587958,0.304,0.304,0.005,0.053,0.666,26,2.28,1.36,2.18,45,21,33,135,160,115,0.84375,1.391304,1.173913,102.9055,44.955908,74.921595,12.4,2.99,5.75,66,97,30,3.8,3.31,4.13,FCC,HEX,RHL,5,4,4,9,3,15
885,Mn2IrGa,Mn,Ir,Ga,xa,-1.436083,-0.33233975,5.94927543,249.4632,0,8.4109,0.693571,3.15,-1.513,0.24,0.032,1.909,26,1.55,2.2,1.81,25,77,31,140,135,130,1.037037,1.038462,1.076923,54.938044,192.217,69.723,7.3,22.5622,5.91,68,54,50,8.89,3.84,4.51,CUB,FCC,ORC,4,6,4,7,9,13
841,Mn2CrGa,Mn,Cr,Ga,l21,0.175905,-0.120685,5.737566246,248.3107,546.002,8.9491,0.91278,1.121,1.121,-1.225,-0.005,1.012,23,1.55,1.66,1.81,25,24,31,140,140,130,1,1.076923,1.076923,54.938044,51.9961,69.723,7.3,7.15,5.91,68,83,50,8.89,2.88,4.51,CUB,BCC,ORC,4,4,4,7,6,13
681,Fe2PdSi,Fe,Pd,Si,l21,0.000488,-0.07244775,5.844855558,245.8037,246.002,10.6188,0.576283,2.091,2.091,0.179,-0.102,4.259,30,1.83,2.2,1.9,26,46,14,140,140,110,1,1.272727,1.272727,55.845,106.42,28.085,7.87,12,2.3296,62,26.14,37.3,2.87,3.89,5.43,BCC,FCC,DIA,4,5,3,8,10,14
2212,Sc2MnAs,Sc,Mn,As,l21,0.849654,-0.4057085,6.567662938,245.2308,168.002,6.4549,0.81755,-0.352,-0.352,2.58,0.054,1.93,18,1.36,1.55,2.18,21,25,33,160,140,115,1.142857,1.217391,1.391304,44.955908,54.938044,74.921595,2.99,7.3,5.75,97,68,30,3.31,8.89,4.13,HEX,CUB,RHL,4,4,4,3,7,15
137,Co2NiGa,Co,Ni,Ga,l21,0.379745,-0.11211575,5.670477369,245.1067,426.002,7.544,0.170753,1.14,1.14,0.572,-0.093,2.759,31,1.88,1.91,1.81,27,28,31,135,135,130,1,1.038462,1.038462,58.933194,58.6934,69.723,8.86,8.9,5.91,55,49,50,2.51,3.52,4.51,HEX,FCC,ORC,4,4,4,9,10,13
1881,Ru2CoAl,Ru,Co,Al,l21,0.327876,-0.13609375,5.929931817,244.2634,118.502,10.7311,0.288989,0.257,0.257,1.589,0.009,2.112,28,2.2,1.88,1.61,44,27,13,130,135,125,0.962963,1.08,1.04,101.07,58.933194,26.981538,12.1,8.86,2.7,72,55,57.8,2.7,2.51,4.05,HEX,HEX,FCC,5,4,3,8,9,13
1013,Mn2WAl,Mn,W,Al,l21,1.321416,-0.2850115,5.88893518,244.2595,145.502,10.3363,0.882364,0.616,0.616,-0.229,-0.011,0.992,23,1.55,1.7,1.61,25,74,13,140,135,125,1.037037,1.08,1.12,54.938044,183.84,26.981538,7.3,19.3,2.7,68,68,57.8,8.89,3.16,4.05,CUB,BCC,FCC,4,6,3,7,6,13
479,Cr2VGe,Cr,V,Ge,l21,0.413655,-0.1109665,5.908331119,244.0989,2412.01,8.8426,0.646065,1.845,1.845,-0.856,-0.03,2.804,21,1.66,1.63,2.01,24,23,32,140,135,125,1.037037,1.08,1.12,51.9961,50.9415,72.63,7.15,6,5.3234,83,87,40,2.88,3.02,5.66,BCC,BCC,DIA,4,4,4,6,5,14
1627,Rh2CoSn,Rh,Co,Sn,l21,0.552166,-0.15164775,6.199517692,242.6623,273.002,9.8779,0.897791,0.269,0.269,1.844,-0.015,2.367,31,2.28,1.88,1.96,45,27,50,135,135,145,1,0.931034,0.931034,102.9055,58.933194,118.71,12.4,8.86,7.287,66,55,53,3.8,2.51,5.82,FCC,HEX,TET,5,4,5,9,9,14
1362,Pd2CoSi,Pd,Co,Si,l21,0.113739,-0.19366725,5.987794365,242.4449,0,10.4516,0.76568,0.016,0.016,1.57,-0.009,1.593,33,2.2,1.88,1.9,46,27,14,140,135,110,1.037037,1.227273,1.272727,106.42,58.933194,28.085,12,8.86,2.3296,26.14,55,37.3,3.89,2.51,5.43,FCC,HEX,DIA,5,4,3,10,9,14
1506,Pd2RuSn,Pd,Ru,Sn,xa,-0.541788,-0.1271255,6.364873198,242.0109,36.0015,9.5289,0.265466,0.105,0.048,0.443,-0.025,0.571,32,2.2,2.2,1.96,46,44,50,140,130,145,1.076923,0.896552,0.965517,106.42,101.07,118.71,12,12.1,7.287,26.14,72,53,3.89,2.7,5.82,FCC,HEX,TET,5,5,5,10,8,14
2552,Ti2RuAl,Ti,Ru,Al,xa,-0.085874,-0.4495235,6.235401947,240.9376,70.5015,8.2207,1,0.264,0.725,-0.126,-0.01,0.853,19,1.54,2.2,1.61,22,44,13,140,130,125,1.076923,1.04,1.12,47.867,101.07,26.981538,4.506,12.1,2.7,100,72,57.8,2.95,2.7,4.05,HEX,HEX,FCC,4,5,3,4,8,13
600,Fe2FeGe,Fe,Fe,Ge,l21,0.000499,-0.10219375,5.70608868,240.548,778.502,9.9497,0.400092,1.42,1.42,2.604,-0.073,5.371,28,1.83,1.83,2.01,26,26,32,140,140,125,1,1.12,1.12,55.845,55.845,72.63,7.87,7.87,5.3234,62,62,40,2.87,2.87,5.66,BCC,BCC,DIA,4,4,4,8,8,14
2252,Sc2NiSb,Sc,Ni,Sb,l21,1.510905,-0.4950925,6.75579294,239.9314,0,7.1716,0.492135,0.149,0.149,0.058,-0.009,0.347,21,1.36,1.91,2.05,21,28,51,160,135,145,1.185185,0.931034,1.103448,44.955908,58.6934,121.76,2.99,8.9,6.68,97,49,43,3.31,3.52,4.51,HEX,FCC,RHL,4,4,5,3,10,15
2795,V2PtAs,V,Pt,As,l21,0.833313,-0.20804675,6.142017183,238.8228,0,8.6063,0.030383,0.113,0.113,-0.003,-0.003,0.22,25,1.63,2.2,2.18,23,78,33,135,135,115,1,1.173913,1.173913,50.9415,195.084,74.921595,6,21.5,5.75,87,48,30,3.02,3.92,4.13,BCC,FCC,RHL,4,6,4,5,10,15
2185,Sc2FePb,Sc,Fe,Pb,l21,0.643601,-0.12386075,6.861800974,237.9246,0,5.8173,0.696446,-0.281,-0.281,2.217,0.056,1.711,18,1.36,1.83,1.8,21,26,82,160,140,180,1.142857,0.777778,0.888889,44.955908,55.845,207.2,2.99,7.87,11.3,97,62,47,3.31,2.87,4.95,HEX,BCC,FCC,4,4,6,3,8,14
391,Cr2NbGe,Cr,Nb,Ge,l21,0.759397,-0.04941175,6.087405912,237.9094,1405.8,8.2928,0.752399,1.674,1.674,-0.465,-0.048,2.835,21,1.66,1.6,2.01,24,41,32,140,145,125,0.965517,1.16,1.12,51.9961,92.90637,72.63,7.15,8.57,5.3234,83,98,40,2.88,3.3,5.66,BCC,BCC,DIA,4,5,4,6,5,14
2549,Ti2RhSb,Ti,Rh,Sb,l21,0.088379,-0.3646385,6.497438749,237.621,0,9.2295,0.033504,0.526,0.526,0.143,-0.001,1.194,22,1.54,2.28,2.05,22,45,51,140,135,145,1.037037,0.931034,0.965517,47.867,102.9055,121.76,4.506,12.4,6.68,100,66,43,2.95,3.8,4.51,HEX,FCC,RHL,4,5,5,4,9,15
2715,V2FeSi,V,Fe,Si,xa,-0.775205,-0.336953,5.785639608,237.0782,337.502,9.0374,0.940588,-0.332,1.295,0.893,-0.018,1.838,22,1.63,1.83,1.9,23,26,14,135,140,110,0.964286,1.272727,1.227273,50.9415,55.845,28.085,6,7.87,2.3296,87,62,37.3,3.02,2.87,5.43,BCC,BCC,DIA,4,4,3,5,8,14
2747,V2MnSb,V,Mn,Sb,xa,-0.112447,-0.018463,6.134560035,237.0506,415.502,9.5651,0.921826,-0.782,1.277,1.409,-0.016,1.888,22,1.63,1.55,2.05,23,25,51,135,140,145,0.964286,0.965517,0.931034,50.9415,54.938044,121.76,6,7.3,6.68,87,68,43,3.02,8.89,4.51,BCC,CUB,RHL,4,4,5,5,7,15
12,Co2AuAl,Co,Au,Al,l21,0.313251,-0.0543,5.957267151,237.0018,315.002,9.371,0.714065,1.162,1.162,0.037,-0.037,2.324,22,1.88,2.4,1.61,27,79,13,135,135,125,1,1.08,1.08,58.933194,196.966569,26.981538,8.86,19.3,2.7,55,36,57.8,2.51,4.08,4.05,HEX,FCC,FCC,4,6,3,9,11,13
2133,Sc2AuSn,Sc,Au,Sn,l21,1.806325,-0.667149,6.986577037,236.7379,63.0015,6.3249,0.481515,0.227,0.227,0.026,-0.018,0.462,11,1.36,2.4,1.96,21,79,50,160,135,145,1.185185,0.931034,1.103448,44.955908,196.966569,118.71,2.99,19.3,7.287,97,36,53,3.31,4.08,5.82,HEX,FCC,TET,4,6,5,3,11,14
2510,Ti2NiB,Ti,Ni,B,l21,1.245873,-0.1696325,5.815248997,236.311,0,7.1775,0.153718,0.302,0.302,0.364,0.002,0.97,21,1.54,1.91,2.04,22,28,5,140,135,85,1.037037,1.588235,1.647059,47.867,58.6934,10.81,4.506,8.9,2.34,100,49,20.5,2.95,3.52,8.73,HEX,FCC,TET,4,4,2,4,10,13
1726,Rh2NiSn,Rh,Ni,Sn,l21,0.622029,-0.24388325,6.179598494,236.0085,67.5015,9.5143,0.845053,0.21,0.21,0.632,-0.013,1.039,32,2.28,1.91,1.96,45,28,50,135,135,145,1,0.931034,0.931034,102.9055,58.6934,118.71,12.4,8.9,7.287,66,49,53,3.8,3.52,5.82,FCC,FCC,TET,5,4,5,9,10,14
105,Co2MnGe,Co,Mn,Ge,l21,1.195287,-0.27209075,5.725848072,235.1262,828.002,9.1826,0.99142,0.99,0.99,3.065,-0.051,4.994,29,1.88,1.55,2.01,27,25,32,135,140,125,0.964286,1.12,1.08,58.933194,54.938044,72.63,8.86,7.3,5.3234,55,68,40,2.51,8.89,5.66,HEX,CUB,DIA,4,4,4,9,7,14
375,Cr2MoAl,Cr,Mo,Al,l21,0.46165,-0.04969775,6.022719783,233.3083,553.502,10.2666,0.158938,1.733,1.733,-0.638,-0.025,2.803,21,1.66,2.16,1.61,24,42,13,140,145,125,0.965517,1.16,1.12,51.9961,95.95,26.981538,7.15,10.2,2.7,83,87,57.8,2.88,3.15,4.05,BCC,BCC,FCC,4,5,3,6,6,13
753,Fe2WGa,Fe,W,Ga,l21,0.934581,-0.0558505,5.859779754,233.0856,0,9.7514,0.951617,0.555,0.555,-0.105,-0.031,0.974,25,1.83,1.7,1.81,26,74,31,140,135,130,1.037037,1.038462,1.076923,55.845,183.84,69.723,7.87,19.3,5.91,62,68,50,2.87,3.16,4.51,BCC,BCC,ORC,4,6,4,8,6,13
2743,V2MnGa,V,Mn,Ga,xa,-0.182309,-0.1576185,5.921981109,232.9697,178.502,6.4243,0.93432,-0.379,1.183,1.064,-0.013,1.855,20,1.63,1.55,1.81,23,25,31,135,140,130,0.964286,1.076923,1.038462,50.9415,54.938044,69.723,6,7.3,5.91,87,68,50,3.02,8.89,4.51,BCC,CUB,ORC,4,4,4,5,7,13
2459,Ti2HfIn,Ti,Hf,In,l21,0.06961,-0.00270525,6.757880319,231.9114,27.0015,5.7316,0.022447,0.173,0.173,0.343,-0.019,0.67,15,1.54,1.3,1.78,22,72,49,140,155,155,0.903226,1,0.903226,47.867,178.49,114.818,4.506,13.3,7.31,100,103,65,2.95,3.2,4.59,HEX,HEX,TET,4,6,5,4,4,13
165,Co2PtSn,Co,Pt,Sn,l21,0.367653,-0.0057205,6.111972215,231.7917,0,9.6106,0.706436,1.287,1.287,0.152,-0.083,2.643,32,1.88,2.2,1.96,27,78,50,135,135,145,1,0.931034,0.931034,58.933194,195.084,118.71,8.86,21.5,7.287,55,48,53,2.51,3.92,5.82,HEX,FCC,TET,4,6,5,9,10,14
699,Fe2RhGe,Fe,Rh,Ge,xa,-0.218738,-0.03014525,5.921234404,231.4776,1500.4,10.013,0.401774,2.559,-2.114,0.258,0.063,0.766,29,1.83,2.28,2.01,26,45,32,140,135,125,1.037037,1.08,1.12,55.845,102.9055,72.63,7.87,12.4,5.3234,62,66,40,2.87,3.8,5.66,BCC,FCC,DIA,4,5,4,8,9,14
2755,V2MoGe,V,Mo,Ge,l21,0.031176,-0.103349,6.099855234,231.2524,159.002,8.4444,0.281387,0.612,0.612,-0.159,-0.01,1.055,20,1.63,2.16,2.01,23,42,32,135,145,125,0.931034,1.16,1.08,50.9415,95.95,72.63,6,10.2,5.3234,87,87,40,3.02,3.15,5.66,BCC,BCC,DIA,4,5,4,5,6,14
1101,Ni2CrAl,Ni,Cr,Al,l21,0.60203,-0.262842,5.773277967,231.0855,267.002,8.9504,0.304911,0.326,0.326,2.535,-0.029,3.158,29,1.91,1.66,1.61,28,24,13,135,140,125,0.964286,1.12,1.08,58.6934,51.9961,26.981538,8.9,7.15,2.7,49,83,57.8,3.52,2.88,4.05,FCC,BCC,FCC,4,4,3,10,6,13
