atom_num_X,symbol_X,mass_X,period_X,group_X,stable_phase_X,atomic_radius_X,negativity_X,density_X,tot_val_X,s_val_X,p_val_X,d_val_X,f_val_X,atom_num_Y,symbol_Y,mass_Y,period_Y,group_Y,stable_phase_Y,atomic_radius_Y,negativity_Y,density_Y,tot_val_Y,s_val_Y,p_val_Y,d_val_Y,f_val_Y,atom_num_Z,symbol_Z,mass_Z,period_Z,group_Z,stable_phase_Z,atomic_radius_Z,negativity_Z,density_Z,tot_val_Z,s_val_Z,p_val_Z,d_val_Z,f_val_Z,ratio_XY,ratio_XZ,ratio_YZ,lat_type,lat,x1_mag,x2_mag,y_mag,z_mag,tot_mag,tot_en,form_en,formula,num_valence
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,0.8947368421052632,0.85,0.95,xa,6.148163022424225,2.791,2.494,0.619,-0.066,5.796,-6.959,0.176,Fe2RuIn,27.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,0.8947368421052632,1.0,1.1176470588235294,l21,5.989016944720366,2.624,2.624,0.848,-0.032,5.996,-6.621,0.22,Fe2RuMg,26.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,0.8947368421052632,0.9444444444444444,1.0555555555555556,xa,6.227831864767004,2.86,2.211,0.398,-0.052,5.376,-6.988,0.393,Fe2RuPb,28.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,0.8947368421052632,1.1333333333333333,1.2666666666666666,xa,6.103822740481298,2.895,1.793,0.321,-0.023,4.976,-7.44,0.044,Fe2RuSb,29.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,0.8947368421052632,1.1333333333333333,1.2666666666666666,xa,5.768838026825783,2.726,1.61,0.301,-0.02,4.62,-8.129,-0.318,Fe2RuSi,28.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,0.8947368421052632,1.0,1.1176470588235294,xa,6.121379784871644,2.845,2.044,0.393,-0.065,5.192,-7.423,0.01,Fe2RuSn,28.0
26,Fe,55.845,4,8,bcc,1.7,1.83,7.874,8.0,2.0,0.0,6.0,0.0,44,Ru,101.07,5,8,hex,1.9,2.2,12.37,8.0,1.0,0.0,7.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,0.8947368421052632,1.1333333333333333,1.2666666666666666,xa,5.902880906566779,2.56,2.715,0.702,-0.025,5.96,-6.667,0.104,Fe2RuZn,36.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.736549346515888,0.0,0.0,0.0,0.0,0.0,-6.726,-0.106,Hf2AgAl,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,1.2222222222222223,1.6923076923076923,1.3846153846153846,l21,6.713198901459208,0.0,0.0,0.0,0.0,0.0,-7.063,-0.217,Hf2AgAs,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,1.2222222222222223,1.8333333333333335,1.5,l21,6.448845014833403,0.0,0.0,0.0,0.0,0.0,-7.087,0.266,Hf2AgB,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,1.2222222222222223,1.375,1.125,l21,7.003861814670359,0.0,0.0,0.0,0.0,0.0,-6.574,0.119,Hf2AgBi,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.727252185784057,0.0,0.0,0.0,0.0,0.0,-6.615,-0.174,Hf2AgGa,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.723950813597926,0.0,0.0,0.0,0.0,0.0,-7.01,-0.171,Hf2AgGe,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,1.2222222222222223,1.1,0.9,l21,6.878332929423472,0.0,0.0,0.0,0.0,0.0,-6.377,-0.014,Hf2AgIn,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,1.2222222222222223,1.2941176470588236,1.0588235294117647,l21,6.84605416808831,0.0,0.0,0.0,0.0,0.0,-5.869,0.2,Hf2AgMg,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.961420417368191,0.0,0.0,0.0,0.0,0.0,-6.473,0.136,Hf2AgPb,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.913214192846938,0.0,0.0,0.0,0.0,0.0,-6.797,-0.084,Hf2AgSb,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.638525825540506,0.0,0.0,0.0,0.0,0.0,-7.211,-0.172,Hf2AgSi,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,1.2222222222222223,1.2941176470588236,1.0588235294117647,l21,6.884189804190421,0.0,0.0,0.0,0.0,0.0,-6.755,-0.093,Hf2AgSn,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.710949645821994,0.28,0.28,0.052,0.019,0.912,-6.014,-0.014,Hf2AgZn,31.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.764870735446593,0.0,0.0,0.0,0.0,0.0,-7.02,-0.29,Hf2AuAl,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,1.2222222222222223,1.6923076923076923,1.3846153846153846,l21,6.709646755761119,0.0,0.0,0.0,0.0,0.0,-7.405,-0.448,Hf2AuAs,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,1.2222222222222223,1.8333333333333335,1.5,l21,6.486837268317061,0.0,0.0,0.0,0.0,0.0,-7.396,0.068,Hf2AuB,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,1.2222222222222223,1.375,1.125,l21,7.004731495007691,0.0,0.0,0.0,0.0,0.0,-6.895,-0.091,Hf2AuBi,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.7450004130488,0.0,0.0,0.0,0.0,0.0,-6.921,-0.368,Hf2AuGa,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.747929863580864,0.0,0.0,0.0,0.0,0.0,-7.317,-0.366,Hf2AuGe,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,1.2222222222222223,1.1,0.9,l21,6.880361437654935,0.0,0.0,0.0,0.0,0.0,-6.677,-0.203,Hf2AuIn,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,1.2222222222222223,1.2941176470588236,1.0588235294117647,l21,6.816224235314353,0.0,0.0,0.0,0.0,0.0,-6.225,-0.045,Hf2AuMg,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,1.2222222222222223,1.2222222222222223,1.0,l21,6.94896211404756,0.0,0.0,0.0,0.0,0.0,-6.78,-0.06,Hf2AuPb,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.906288463030465,0.0,0.0,0.0,0.0,0.0,-7.111,-0.287,Hf2AuSb,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.681212683371082,0.0,0.0,0.0,0.0,0.0,-7.502,-0.352,Hf2AuSi,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,1.2222222222222223,1.2941176470588236,1.0588235294117647,l21,6.900693062078916,0.0,0.0,0.0,0.0,0.0,-7.047,-0.274,Hf2AuSn,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,1.2222222222222223,1.4666666666666668,1.2,l21,6.715919669593799,0.291,0.291,0.087,0.034,0.984,-6.371,-0.26,Hf2AuZn,31.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,6.810479803869258,0.0,0.0,0.0,0.0,0.0,-6.195,-0.056,Hf2CdAl,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,1.2941176470588236,1.6923076923076923,1.3076923076923077,l21,6.8033432233918845,0.0,0.0,0.0,0.0,0.0,-6.491,-0.125,Hf2CdAs,25.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,1.2941176470588236,1.8333333333333335,1.4166666666666667,l21,6.5372691357651,0.0,0.0,0.0,0.0,0.0,-6.434,0.438,Hf2CdB,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,1.2941176470588236,1.375,1.0625,l21,7.121156231870879,0.0,0.0,0.0,0.0,0.0,-6.06,0.152,Hf2CdBi,25.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,6.795036747341221,0.0,0.0,0.0,0.0,0.0,-6.045,-0.084,Hf2CdGa,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.812778738980782,0.0,0.0,0.0,0.0,0.0,-6.415,-0.057,Hf2CdGe,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,1.2941176470588236,1.1,0.85,l21,6.970323342533227,0.0,0.0,0.0,0.0,0.0,-5.844,0.039,Hf2CdIn,23.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,1.2941176470588236,1.2941176470588236,1.0,l21,6.9308011792121125,0.0,0.0,0.0,0.0,0.0,-5.444,0.145,Hf2CdMg,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,7.081709185487591,0.0,0.0,0.0,0.0,0.0,-5.932,0.197,Hf2CdPb,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,7.006578849040207,0.0,0.0,0.0,0.0,0.0,-6.26,-0.028,Hf2CdSb,25.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.726427146525289,0.0,0.0,0.0,0.0,0.0,-6.609,-0.05,Hf2CdSi,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,1.2941176470588236,1.2941176470588236,1.0,l21,6.990899739074207,0.0,0.0,0.0,0.0,0.0,-6.197,-0.016,Hf2CdSn,24.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.7427723276290665,0.0,0.0,0.0,0.0,0.0,-5.539,-0.02,Hf2CdZn,32.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,6.50554162518682,0.0,0.0,0.0,0.0,0.0,-7.893,-0.207,Hf2CoAl,20.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,1.2941176470588236,1.8333333333333335,1.4166666666666667,l21,6.157742468420853,0.022,0.022,-0.261,-0.032,-0.264,-8.472,-0.053,Hf2CoB,20.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,1.2941176470588236,1.375,1.0625,l21,6.829285460384916,0.001,0.001,0.004,0.0,0.0,-7.566,0.194,Hf2CoBi,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,6.474392344201819,0.0,0.0,0.0,0.0,0.0,-7.79,-0.282,Hf2CoGa,20.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.491650027632549,0.0,0.0,0.0,0.0,0.0,-8.17,-0.264,Hf2CoGe,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,1.2941176470588236,1.1,0.85,l21,6.683481995492244,-0.001,-0.001,-0.288,-0.016,-0.224,-7.44,-0.01,Hf2CoIn,20.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,1.2941176470588236,1.2941176470588236,1.0,l21,6.578318814897192,-0.028,-0.028,-0.965,-0.008,-1.008,-7.077,0.059,Hf2CoMg,19.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,1.2941176470588236,1.2222222222222223,0.9444444444444444,l21,6.78717305136936,-0.007,-0.007,-0.056,-0.003,-0.036,-7.499,0.177,Hf2CoPb,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.415327844213177,0.0,0.0,0.0,0.0,0.0,-8.402,-0.296,Hf2CoSi,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,1.2941176470588236,1.2941176470588236,1.0,l21,6.701937510495236,-0.001,-0.001,-0.001,0.0,0.0,-7.806,-0.077,Hf2CoSn,21.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,1.2941176470588236,1.4666666666666668,1.1333333333333333,l21,6.436123845719577,0.0,0.0,0.0,0.0,0.0,-7.286,-0.219,Hf2CoZn,29.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,1.375,1.2222222222222223,0.888888888888889,l21,6.576222984251527,0.0,0.0,0.0,0.0,0.0,-7.038,-0.195,Hf2CuAl,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,1.375,1.8333333333333335,1.3333333333333335,l21,6.221775667121053,0.0,0.0,0.0,0.0,0.0,-7.568,0.008,Hf2CuB,22.0
72,Hf,178.49,6,4,hex,2.2,1.3,13.31,4.0,2.0,0.0,2.0,14.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,1.375,1.375,1.0,l21,6.8955372668763575,0.0,0.0,0.0,0.0,0.0,-6.772,0.145,Hf2CuBi,24.0
