id,formula,X,Y,Z,energy,formation,lat,spacegroup,tot_mag,X1_mag,X2_mag,Y_mag,Z_mag
501729,Be2AlAg,Be,Ag,Al,-3.228,0.292,5.784660218338311,Fm-3m,0.0,0.0,0.0,0.0,0.0
500666,Be2AgAs,Be,Ag,As,-3.267,0.479,5.986488112844248,Fm-3m,0.0,0.0,0.0,0.0,0.0
500009,Be2AgB,Be,Ag,B,-3.549,0.704,5.448848057745458,Fm-3m,0.0,0.0,0.0,0.0,0.0
500446,Be2AgBi,Be,Ag,Bi,-2.9,0.693,6.386821841981391,Fm-3m,0.0,0.0,0.0,0.0,0.0
499820,Be2GaAg,Be,Ag,Ga,-3.026,0.315,5.860640046262708,Fm-3m,0.0,0.0,0.0,0.0,0.0
501964,Be2AgGe,Be,Ag,Ge,-3.282,0.457,5.984999566120319,Fm-3m,0.0,0.0,0.0,0.0,0.0
501685,Be2InAg,Be,Ag,In,-2.802,0.461,6.055921620580478,Fm-3m,0.0,0.0,0.0,0.0,0.0
500151,MgBe2Ag,Be,Ag,Mg,-2.767,0.202,5.877207861883412,Fm-3m,0.0,0.0,0.0,0.0,0.0
501210,Be2AgPb,Be,Ag,Pb,-2.814,0.704,6.386691093090059,Fm-3m,0.0,0.0,0.0,0.0,0.0
501563,Be2AgSb,Be,Ag,Sb,-2.985,0.628,6.270306220402124,Fm-3m,0.0,0.0,0.0,0.0,0.0
501267,Be2SiAg,Be,Ag,Si,-3.46,0.479,5.809891958258809,Fm-3m,0.0,0.0,0.0,0.0,0.0
500938,Be2AgSn,Be,Ag,Sn,-3.018,0.543,6.159570442863484,Fm-3m,0.0,0.0,0.0,0.0,0.0
501182,Be2ZnAg,Be,Ag,Zn,-2.734,0.165,5.735796069563999,Fm-3m,0.0,0.0,0.0,0.0,0.0
499991,Be2AlAu,Be,Au,Al,-3.553,0.078,5.820143987809226,Fm-3m,0.0,0.0,0.0,0.0,0.0
499827,Be2AsAu,Be,Au,As,-3.557,0.3,6.022434529283743,Fm-3m,0.0,0.0,0.0,0.0,0.0
501867,Be2BAu,Be,Au,B,-3.768,0.596,5.508900190347988,Fm-3m,0.0,0.0,0.0,0.0,0.0
501792,Be2BiAu,Be,Au,Bi,-3.168,0.536,6.3860372683180735,Fm-3m,0.0,0.0,0.0,0.0,0.0
500379,Be2GaAu,Be,Au,Ga,-3.306,0.147,5.872108128591183,Fm-3m,0.0,0.0,0.0,0.0,0.0
500323,Be2GeAu,Be,Au,Ge,-3.56,0.29,5.996294007704438,Fm-3m,0.0,0.0,0.0,0.0,0.0
499966,Be2InAu,Be,Au,In,-3.072,0.302,6.095795723412907,Fm-3m,0.0,0.0,0.0,0.0,0.0
502083,MgBe2Au,Be,Au,Mg,-3.159,-0.079,5.881527978427253,Fm-3m,0.0,0.0,0.0,0.0,0.0
501784,Be2PbAu,Be,Au,Pb,-3.079,0.542,6.3304979613533305,Fm-3m,0.0,0.0,0.0,0.0,0.0
500962,Be2SbAu,Be,Au,Sb,-3.254,0.469,6.292609120596023,Fm-3m,0.0,0.0,0.0,0.0,0.0
501053,Be2SnAu,Be,Au,Sn,-3.286,0.387,6.207137115693952,Fm-3m,0.0,0.0,0.0,0.0,0.0
500933,Be2ZnAu,Be,Au,Zn,-3.035,-0.024,5.761296004672323,Fm-3m,0.0,0.0,0.0,0.0,0.0
501136,Be2AlCd,Be,Cd,Al,-2.5,0.539,6.014483528287988,Fm-3m,0.0,0.0,0.0,0.0,0.0
501189,Be2CdAs,Be,Cd,As,-2.603,0.663,6.156617021416112,Fm-3m,0.0,0.0,0.0,0.0,0.0
501788,Be2CdB,Be,Cd,B,-2.735,1.038,5.663561543724504,Fm-3m,0.0,0.0,0.0,0.0,0.0
501196,Be2CdBi,Be,Cd,Bi,-2.344,0.768,6.594179134712778,Fm-3m,0.0,0.0,0.0,0.0,0.0
500146,Be2CdGa,Be,Cd,Ga,-2.312,0.549,6.02948450297757,Fm-3m,0.0,0.0,0.0,0.0,0.0
501085,Be2CdGe,Be,Cd,Ge,-2.633,0.626,6.142372724426213,Fm-3m,0.0,0.0,0.0,0.0,0.0
500265,Be2CdIn,Be,Cd,In,-2.137,0.646,6.305378794325917,Fm-3m,0.0,0.0,0.0,0.0,0.0
502174,MgBe2Cd,Be,Cd,Mg,-2.077,0.412,6.059409804299765,Fm-3m,0.0,0.0,0.0,0.0,0.0
500946,Be2CdPb,Be,Cd,Pb,-2.256,0.773,6.527770729164295,Fm-3m,0.0,0.0,0.0,0.0,0.0
500472,Be2CdSi,Be,Cd,Si,-2.78,0.679,5.989462987542058,Fm-3m,0.0,0.0,0.0,0.0,0.0
501539,Be2CdSn,Be,Cd,Sn,-2.428,0.653,6.377787580084063,Fm-3m,0.0,0.0,0.0,0.0,0.0
501676,Be2ZnCd,Be,Cd,Zn,-1.97,0.45,5.83944574711183,Fm-3m,0.0,0.0,0.0,0.0,0.0
500708,Be2AlCo,Be,Co,Al,-4.763,-0.177,5.395698449079559,Fm-3m,0.0,0.0,0.0,0.0,0.0
716207,Be2CoAs,Be,Co,As,-4.643,0.17,5.51539488496313,F-43m,-0.0,0.0,0.0,0.0,0.0
716201,Be2CoB,Be,Co,B,-5.4,-0.081,4.958591344685785,F-43m,-0.0,0.0,0.0,-0.001,0.0
735032,Be2CoBi,Be,Co,Bi,-3.972,0.688,6.062313559292821,F-43m,0.0,0.0,0.0,0.0,0.0
500664,Be2GaCo,Be,Co,Ga,-4.474,-0.066,5.409402913228773,Fm-3m,0.0,0.0,0.0,0.0,0.0
735026,Be2CoGe,Be,Co,Ge,-4.778,0.028,5.472279251163804,F-43m,0.0,0.0,0.0,0.0,0.0
502084,Be2InCo,Be,Co,In,-4.111,0.219,5.707612686596589,Fm-3m,0.0,0.0,0.0,0.0,0.0
501253,MgBe2Co,Be,Co,Mg,-3.956,0.08,5.562332234135593,Fm-3m,0.0,0.0,0.0,0.0,0.0
735031,Be2CoPb,Be,Co,Pb,-3.942,0.634,5.958078145568528,F-43m,-0.0,0.0,0.0,0.0,0.0
716210,Be2CoSb,Be,Co,Sb,-4.282,0.397,5.815732160040831,F-43m,-0.0,0.0,0.0,0.0,0.0
735023,Be2CoSi,Be,Co,Si,-5.218,-0.211,5.319896732312456,F-43m,0.0,0.0,0.0,0.0,0.0
735029,Be2CoSn,Be,Co,Sn,-4.372,0.256,5.800237802378289,F-43m,-0.0,0.0,0.0,0.0,0.0
499974,Be2ZnCo,Be,Co,Zn,-4.067,-0.1,5.341854434087909,Fm-3m,0.0,0.0,0.0,0.0,0.0
500449,Be2AlCu,Be,Cu,Al,-3.619,0.124,5.523797708673745,Fm-3m,0.0,0.0,0.0,0.0,0.0
500366,Be2CuAs,Be,Cu,As,-3.561,0.409,5.761617344179078,Fm-3m,0.0,0.0,0.0,0.0,0.0
501055,Be2CuB,Be,Cu,B,-4.151,0.326,5.094727345803994,Fm-3m,0.0,0.0,0.0,0.0,0.0
501025,Be2CuBi,Be,Cu,Bi,-3.09,0.727,6.244289183441204,Fm-3m,0.0,0.0,0.0,0.0,0.0
501324,Be2GaCu,Be,Cu,Ga,-3.401,0.163,5.550585659052641,Fm-3m,0.0,0.0,0.0,0.0,0.0
500282,Be2CuGe,Be,Cu,Ge,-3.62,0.342,5.6763356647067456,Fm-3m,0.0,0.0,0.0,0.0,0.0
501889,Be2InCu,Be,Cu,In,-3.093,0.393,5.862502784583217,Fm-3m,0.0,0.0,0.0,0.0,0.0
501125,MgBe2Cu,Be,Cu,Mg,-3.038,0.154,5.645044863256029,Fm-3m,0.0,0.0,0.0,0.0,0.0
501184,Be2CuPb,Be,Cu,Pb,-3.022,0.711,6.13373763350398,Fm-3m,0.0,0.0,0.0,0.0,0.0
500044,Be2CuSb,Be,Cu,Sb,-3.229,0.607,6.0753461616948155,Fm-3m,0.0,0.0,0.0,0.0,0.0
501491,Be2CuSi,Be,Cu,Si,-3.877,0.286,5.531477902448545,Fm-3m,0.0,0.0,0.0,0.0,0.0
501220,Be2CuSn,Be,Cu,Sn,-3.293,0.492,5.9645314846245565,Fm-3m,0.0,0.0,0.0,0.0,0.0
501523,Be2ZnCu,Be,Cu,Zn,-3.11,0.02,5.485958673801524,Fm-3m,0.0,0.0,0.0,0.0,0.0
499835,Be2AlFe,Be,Fe,Al,-4.939,-0.048,5.4099496489221295,Fm-3m,-0.0,0.0,0.0,0.0,0.0
716243,Be2FeAs,Be,Fe,As,-4.857,0.261,5.4909161347165805,F-43m,0.024,-0.002,-0.002,0.023,-0.001
732795,Be2FeB,Be,Fe,B,-5.612,0.012,4.962059498531743,F-43m,0.016,0.0,0.0,0.012,0.0
501590,Be2FeBi,Be,Fe,Bi,-4.166,0.799,6.108400144359787,Fm-3m,2.08,-0.036,-0.036,2.086,0.023
501065,Be2GaFe,Be,Fe,Ga,-4.649,0.063,5.4197720523406545,Fm-3m,0.008,0.0,0.0,0.009,0.0
735088,Be2FeGe,Be,Fe,Ge,-4.954,0.157,5.4903854063028055,F-43m,0.44,0.0,-0.01,0.412,0.002
501407,Be2InFe,Be,Fe,In,-4.303,0.331,5.755988719526945,Fm-3m,1.564,-0.026,-0.026,1.601,-0.028
500307,MgBe2Fe,Be,Fe,Mg,-4.114,0.227,5.568014940286682,Fm-3m,1.388,-0.044,-0.044,1.511,-0.012
500033,Be2FePb,Be,Fe,Pb,-4.15,0.73,5.954319768671955,Fm-3m,1.82,-0.028,-0.028,1.844,0.004
732804,Be2FeSb,Be,Fe,Sb,-4.502,0.482,5.804989760756742,F-43m,0.012,-0.001,-0.001,0.015,0.0
735085,Be2FeSi,Be,Fe,Si,-5.398,-0.087,5.3392365192191935,F-43m,0.26,0.003,-0.005,0.24,0.0
501395,Be2FeSn,Be,Fe,Sn,-4.53,0.403,5.757598021123234,Fm-3m,1.048,-0.013,-0.013,1.063,-0.019
500968,Be2AlIr,Be,Ir,Al,-5.419,-0.391,5.6294368286626675,Fm-3m,0.0,0.0,0.0,0.0,0.0
502069,Be2AsIr,Be,Ir,As,-5.103,0.152,5.813050281273974,Fm-3m,0.0,0.0,0.0,0.0,0.0
742157,Be2BIr,Be,Ir,B,-5.735,0.026,5.296425737719044,F-43m,0.004,0.0,0.0,0.0,0.0
501893,Be2BiIr,Be,Ir,Bi,-4.625,0.476,6.18908937845905,Fm-3m,0.0,0.0,0.0,0.0,0.0
500624,Be2GaIr,Be,Ir,Ga,-5.054,-0.204,5.653400725038181,Fm-3m,0.0,0.0,0.0,0.0,0.0
500356,Be2GeIr,Be,Ir,Ge,-5.196,0.051,5.689711614229574,Fm-3m,0.0,0.0,0.0,0.0,0.0
501978,Be2InIr,Be,Ir,In,-4.775,-0.004,5.893989857905733,Fm-3m,0.0,0.0,0.0,0.0,0.0
501006,MgBe2Ir,Be,Ir,Mg,-4.779,-0.302,5.728979327574873,Fm-3m,0.0,0.0,0.0,0.0,0.0
500364,Be2IrPb,Be,Ir,Pb,-4.558,0.459,6.082706551215176,Fm-3m,0.0,0.0,0.0,0.0,0.0
500321,Be2SbIr,Be,Ir,Sb,-4.824,0.297,5.999999999999999,Fm-3m,0.0,0.0,0.0,0.0,0.0
742159,Be2SiIr,Be,Ir,Si,-5.659,-0.211,5.619321017417464,F-43m,0.0,0.0,0.0,0.0,0.0
500794,Be2SnIr,Be,Ir,Sn,-4.961,0.109,5.918604492103255,Fm-3m,0.0,0.0,0.0,0.0,0.0
500774,Be2ZnIr,Be,Ir,Zn,-4.708,-0.3,5.595574735255063,Fm-3m,0.0,0.0,0.0,0.0,0.0
716226,LiBe2Al,Be,Li,Al,-3.146,0.143,5.605267153200533,F-43m,0.0,0.0,0.0,0.0,0.0
732789,LiBe2As,Be,Li,As,-3.237,0.278,5.809101840754878,F-43m,0.0,0.0,0.0,0.0,0.0
500252,LiBe2B,Be,Li,B,-3.917,0.104,4.9068625210626635,Fm-3m,0.0,0.0,0.0,0.0,0.0
732794,LiBe2Bi,Be,Li,Bi,-2.861,0.501,6.356079489809745,F-43m,0.0,0.0,0.0,0.0,0.0
500389,LiBe2Ga,Be,Li,Ga,-3.01,0.1,5.593018510716946,Fm-3m,0.0,0.0,0.0,0.0,0.0
716230,LiBe2Ge,Be,Li,Ge,-3.284,0.224,5.686249815782651,F-43m,0.0,0.0,0.0,0.0,0.0
716232,LiBe2In,Be,Li,In,-2.765,0.266,5.937574994435963,F-43m,0.0,0.0,0.0,0.0,0.0
734998,LiMgBe2,Be,Li,Mg,-2.511,0.226,5.802456351560079,F-43m,0.0,0.0,0.0,0.0,0.0
732793,LiBe2Pb,Be,Li,Pb,-2.799,0.479,6.206998687123083,F-43m,0.0,0.0,0.0,0.0,0.0
732792,LiBe2Sb,Be,Li,Sb,-2.958,0.423,6.128346082298019,F-43m,0.0,0.0,0.0,0.0,0.0
732785,LiBe2Si,Be,Li,Si,-3.48,0.228,5.547294626060102,F-43m,0.0,0.0,0.0,0.0,0.0
735066,LiBe2Sn,Be,Li,Sn,-3.017,0.313,6.0447031479686695,F-43m,0.0,0.0,0.0,0.0,0.0
749020,LiBe2Zn,Be,Li,Zn,-2.586,0.083,5.507318082222398,F-43m,0.0,0.0,0.0,0.0,0.0
501702,MgBe2Al,Be,Mg,Al,-2.865,0.334,5.961531669460497,Fm-3m,0.0,0.0,0.0,0.0,0.0
735005,MgBe2As,Be,Mg,As,-2.912,0.514,6.155209633775027,F-43m,0.0,0.0,0.0,0.0,0.0
734999,MgBe2B,Be,Mg,B,-3.253,0.679,5.442553587754587,F-43m,0.0,0.0,0.0,0.0,0.0
501402,MgBe2Bi,Be,Mg,Bi,-2.606,0.667,6.5843522786803605,Fm-3m,0.0,0.0,0.0,0.0,0.0
502015,MgBe2Ga,Be,Mg,Ga,-2.643,0.378,5.97112047781356,Fm-3m,0.0,0.0,0.0,0.0,0.0
735004,MgBe2Ge,Be,Mg,Ge,-2.923,0.496,6.079822247804288,F-43m,0.0,0.0,0.0,0.0,0.0
501543,MgBe2In,Be,Mg,In,-2.457,0.486,6.261884586731496,Fm-3m,0.0,0.0,0.0,0.0,0.0
499772,MgBe2Pb,Be,Mg,Pb,-2.505,0.684,6.533897864125405,Fm-3m,0.0,0.0,0.0,0.0,0.0
501338,MgBe2Sb,Be,Mg,Sb,-2.703,0.59,6.433805496291992,Fm-3m,0.0,0.0,0.0,0.0,0.0
499748,MgBe2Si,Be,Mg,Si,-3.15,0.469,5.843978024026751,Fm-3m,0.0,0.0,0.0,0.0,0.0
501633,MgBe2Sn,Be,Mg,Sn,-2.734,0.507,6.338207389912692,Fm-3m,0.0,0.0,0.0,0.0,0.0
501516,MgBe2Zn,Be,Mg,Zn,-2.272,0.308,5.82517790046539,Fm-3m,0.0,0.0,0.0,0.0,0.0
500342,MnBe2Al,Be,Mn,Al,-5.065,0.006,5.525195696132021,Fm-3m,2.572,-0.044,-0.044,2.558,-0.021
735040,MnBe2As,Be,Mn,As,-4.95,0.347,5.639851780890982,F-43m,1.88,-0.03,-0.053,1.901,-0.027
735311,MnBe2B,Be,Mn,B,-5.699,0.104,5.001599488272892,F-43m,0.036,-0.001,-0.001,0.035,-0.001
501413,MnBe2Bi,Be,Mn,Bi,-4.381,0.763,6.234288001059815,Fm-3m,3.432,-0.058,-0.058,3.315,0.029
499805,MnBe2Ga,Be,Mn,Ga,-4.78,0.112,5.5417429905129305,Fm-3m,2.664,-0.042,-0.042,2.624,-0.025
735039,MnBe2Ge,Be,Mn,Ge,-5.035,0.255,5.58636136831148,F-43m,1.784,-0.029,-0.039,1.753,-0.025
501474,MnBe2In,Be,Mn,In,-4.479,0.336,5.853799854311888,Fm-3m,2.984,-0.05,-0.05,2.924,-0.027
500555,MgMnBe2,Be,Mn,Mg,-4.327,0.193,5.733038864751124,Fm-3m,3.0,-0.066,-0.066,3.046,-0.019
500148,MnBe2Pb,Be,Mn,Pb,-4.328,0.732,6.064054477920874,Fm-3m,2.988,-0.066,-0.066,2.989,0.008
732780,MnBe2Sb,Be,Mn,Sb,-4.57,0.594,5.863433710011264,F-43m,1.46,-0.055,-0.035,1.51,-0.034
735036,MnBe2Si,Be,Mn,Si,-5.456,0.034,5.39459908098697,F-43m,1.064,0.0,-0.02,1.024,-0.021
500971,MnBe2Sn,Be,Mn,Sn,-4.68,0.433,5.876590183701051,Fm-3m,2.672,-0.055,-0.055,2.66,-0.017
501391,MnBe2Zn,Be,Mn,Zn,-4.396,0.054,5.466038661416208,Fm-3m,2.712,-0.048,-0.048,2.72,-0.031
499715,Be2AlNi,Be,Ni,Al,-4.429,-0.223,5.422675567020387,Fm-3m,0.0,0.0,0.0,0.0,0.0
499784,Be2NiAs,Be,Ni,As,-4.242,0.19,5.614418626026456,Fm-3m,0.0,0.0,0.0,0.0,0.0
716177,Be2NiB,Be,Ni,B,-5.017,-0.078,4.975237566831133,F-43m,0.0,0.0,0.0,0.0,0.0
501914,Be2NiBi,Be,Ni,Bi,-3.688,0.591,6.101531461757981,Fm-3m,0.0,0.0,0.0,0.0,0.0
501232,Be2GaNi,Be,Ni,Ga,-4.152,-0.125,5.438048608054946,Fm-3m,0.0,0.0,0.0,0.0,0.0
734991,Be2NiGe,Be,Ni,Ge,-4.343,0.082,5.537745871439798,F-43m,0.0,0.0,0.0,0.0,0.0
500922,Be2InNi,Be,Ni,In,-3.812,0.137,5.729304302294929,Fm-3m,0.0,0.0,0.0,0.0,0.0
501619,MgBe2Ni,Be,Ni,Mg,-3.668,-0.013,5.580887223337266,Fm-3m,0.0,0.0,0.0,0.0,0.0
502085,Be2NiPb,Be,Ni,Pb,-3.648,0.548,5.950857866562419,Fm-3m,0.0,0.0,0.0,0.0,0.0
502055,Be2NiSb,Be,Ni,Sb,-3.893,0.406,5.913575938711967,Fm-3m,0.0,0.0,0.0,0.0,0.0
501641,Be2NiSn,Be,Ni,Sn,-4.002,0.246,5.809733951950374,Fm-3m,0.0,0.0,0.0,0.0,0.0
500184,Be2ZnNi,Be,Ni,Zn,-3.76,-0.175,5.364189195496295,Fm-3m,0.0,0.0,0.0,0.0,0.0
500037,Be2AlPd,Be,Pd,Al,-4.394,-0.286,5.640354755278817,Fm-3m,0.0,0.0,0.0,0.0,0.0
501047,Be2AsPd,Be,Pd,As,-4.269,0.066,5.832555724010217,Fm-3m,0.0,0.0,0.0,0.0,0.0
500984,Be2BPd,Be,Pd,B,-4.63,0.212,5.3102684514521075,Fm-3m,0.0,0.0,0.0,0.0,0.0
500157,Be2BiPd,Be,Pd,Bi,-3.825,0.356,6.222602206575097,Fm-3m,0.0,0.0,0.0,0.0,0.0
501769,Be2GaPd,Be,Pd,Ga,-4.115,-0.185,5.70023596027399,Fm-3m,0.0,0.0,0.0,0.0,0.0
501770,Be2GePd,Be,Pd,Ge,-4.314,0.014,5.784819597322227,Fm-3m,0.0,0.0,0.0,0.0,0.0
499727,Be2InPd,Be,Pd,In,-3.871,-0.019,5.908997093723032,Fm-3m,0.0,0.0,0.0,0.0,0.0
499685,MgBe2Pd,Be,Pd,Mg,-3.769,-0.212,5.7673953363621155,Fm-3m,0.0,0.0,0.0,0.0,0.0
500046,Be2PdPb,Be,Pd,Pb,-3.754,0.343,6.123940674774987,Fm-3m,0.0,0.0,0.0,0.0,0.0
499804,Be2SbPd,Be,Pd,Sb,-3.976,0.225,6.094790858802014,Fm-3m,0.0,0.0,0.0,0.0,0.0
501042,Be2SiPd,Be,Pd,Si,-4.568,-0.04,5.623034374931619,Fm-3m,0.0,0.0,0.0,0.0,0.0
500530,Be2SnPd,Be,Pd,Sn,-4.054,0.104,6.035639734249168,Fm-3m,0.0,0.0,0.0,0.0,0.0
500781,Be2ZnPd,Be,Pd,Zn,-3.751,-0.262,5.617969488048418,Fm-3m,0.0,0.0,0.0,0.0,0.0
501186,Be2AlPt,Be,Pt,Al,-4.76,-0.432,5.675342343194697,Fm-3m,0.0,0.0,0.0,0.0,0.0
501360,Be2AsPt,Be,Pt,As,-4.55,0.005,5.873963601699451,Fm-3m,0.0,0.0,0.0,0.0,0.0
742131,Be2BPt,Be,Pt,B,-5.017,0.044,5.339984756838101,F-43m,0.0,0.0,0.0,0.0,0.0
502164,Be2BiPt,Be,Pt,Bi,-4.109,0.293,6.246750310615874,Fm-3m,0.0,0.0,0.0,0.0,0.0
501018,Be2GaPt,Be,Pt,Ga,-4.409,-0.259,5.713663741827561,Fm-3m,0.0,0.0,0.0,0.0,0.0
500427,Be2GePt,Be,Pt,Ge,-4.582,-0.035,5.80578099781923,Fm-3m,0.0,0.0,0.0,0.0,0.0
500709,Be2InPt,Be,Pt,In,-4.162,-0.09,5.939087405666822,Fm-3m,0.0,0.0,0.0,0.0,0.0
501691,MgBe2Pt,Be,Pt,Mg,-4.192,-0.415,5.778277844072855,Fm-3m,0.0,0.0,0.0,0.0,0.0
499987,Be2PtPb,Be,Pt,Pb,-4.016,0.302,6.173175823124553,Fm-3m,0.0,0.0,0.0,0.0,0.0
500640,Be2SbPt,Be,Pt,Sb,-4.248,0.172,6.121949056686037,Fm-3m,0.0,0.0,0.0,0.0,0.0
501552,Be2SiPt,Be,Pt,Si,-4.855,-0.108,5.6678813236243375,Fm-3m,0.0,0.0,0.0,0.0,0.0
501233,Be2SnPt,Be,Pt,Sn,-4.316,0.054,6.017430793682646,Fm-3m,0.0,0.0,0.0,0.0,0.0
501492,Be2ZnPt,Be,Pt,Zn,-4.092,-0.384,5.654735372763874,Fm-3m,0.0,0.0,0.0,0.0,0.0
499746,Be2AlRh,Be,Rh,Al,-5.03,-0.399,5.614926167036818,Fm-3m,0.0,0.0,0.0,0.0,0.0
501877,Be2AsRh,Be,Rh,As,-4.82,0.038,5.772201501366568,Fm-3m,0.0,0.0,0.0,0.0,0.0
500378,Be2BRh,Be,Rh,B,-5.254,0.11,5.246719038441793,Fm-3m,0.0,0.0,0.0,0.0,0.0
501613,Be2BiRh,Be,Rh,Bi,-4.337,0.368,6.164626871821452,Fm-3m,0.0,0.0,0.0,0.0,0.0
501651,Be2GaRh,Be,Rh,Ga,-4.718,-0.265,5.625731921219677,Fm-3m,0.0,0.0,0.0,0.0,0.0
501655,Be2GeRh,Be,Rh,Ge,-4.902,-0.051,5.669209162802265,Fm-3m,0.0,0.0,0.0,0.0,0.0
501481,Be2InRh,Be,Rh,In,-4.445,-0.07,5.87473636963997,Fm-3m,0.0,0.0,0.0,0.0,0.0
501991,MgBe2Rh,Be,Rh,Mg,-4.346,-0.265,5.730766232519719,Fm-3m,0.0,0.0,0.0,0.0,0.0
500380,Be2RhPb,Be,Rh,Pb,-4.286,0.335,6.056503263595133,Fm-3m,0.0,0.0,0.0,0.0,0.0
500106,Be2SbRh,Be,Rh,Sb,-4.54,0.185,5.999851848193722,Fm-3m,0.0,0.0,0.0,0.0,0.0
740098,Be2SiRh,Be,Rh,Si,-5.305,-0.254,5.5827701716584235,F-43m,0.0,0.0,0.0,0.0,0.0
500308,Be2SnRh,Be,Rh,Sn,-4.659,0.015,5.904411141478247,Fm-3m,0.0,0.0,0.0,0.0,0.0
500856,Be2ZnRh,Be,Rh,Zn,-4.341,-0.33,5.573686070534836,Fm-3m,0.0,0.0,0.0,0.0,0.0
501372,Be2AlRu,Be,Ru,Al,-5.348,-0.233,5.6064551413090244,Fm-3m,0.0,0.0,0.0,0.0,0.0
740063,Be2AsRu,Be,Ru,As,-5.097,0.244,5.773321788929274,F-43m,0.004,0.0,0.0,0.002,0.0
500944,Be2BRu,Be,Ru,B,-5.588,0.259,5.231563449627385,Fm-3m,0.0,0.0,0.0,0.0,0.0
500485,Be2BiRu,Be,Ru,Bi,-4.54,0.647,6.1460458862298255,Fm-3m,0.0,0.0,0.0,0.0,0.0
500180,Be2GaRu,Be,Ru,Ga,-5.027,-0.091,5.608660070195758,Fm-3m,0.0,0.0,0.0,0.0,0.0
740062,Be2GeRu,Be,Ru,Ge,-5.212,0.122,5.717908179310973,F-43m,0.004,0.0,0.0,0.001,0.0
502140,Be2InRu,Be,Ru,In,-4.738,0.121,5.863899061894965,Fm-3m,0.0,0.0,0.0,0.0,0.0
499962,MgBe2Ru,Be,Ru,Mg,-4.633,-0.069,5.71953897860632,Fm-3m,0.0,0.0,0.0,0.0,0.0
501442,Be2RuPb,Be,Ru,Pb,-4.539,0.565,6.021110820281632,Fm-3m,0.0,0.0,0.0,0.0,0.0
501371,Be2SbRu,Be,Ru,Sb,-4.811,0.396,5.935456323428461,Fm-3m,0.0,0.0,0.0,0.0,0.0
740059,Be2SiRu,Be,Ru,Si,-5.648,-0.114,5.585506740300667,F-43m,0.004,0.0,0.0,0.001,0.0
501162,Be2SnRu,Be,Ru,Sn,-4.952,0.204,5.8909177508844435,Fm-3m,0.0,0.0,0.0,0.0,0.0
500678,Be2ZnRu,Be,Ru,Zn,-4.656,-0.161,5.543652619537442,Fm-3m,0.0,0.0,0.0,0.0,0.0
413832,AlCo2Ag,Co,Ag,Al,-5.085,0.101,5.877671035331771,Fm-3m,1.288,0.703,0.703,0.018,-0.031
412768,Co2AgAs,Co,Ag,As,-5.14,0.273,5.9585288322680965,Fm-3m,1.924,0.992,0.992,-0.002,-0.001
412109,Co2AgB,Co,Ag,B,-5.173,0.747,5.666220649247527,Fm-3m,1.972,1.049,1.049,0.038,-0.075
412548,Co2AgBi,Co,Ag,Bi,-4.816,0.444,6.303365968167852,Fm-3m,1.908,1.004,1.004,-0.008,-0.02
411916,GaCo2Ag,Co,Ag,Ga,-4.819,0.19,5.938784985043253,Fm-3m,1.856,0.996,0.996,0.02,-0.074
414061,Co2AgGe,Co,Ag,Ge,-5.203,0.203,5.931517630956914,Fm-3m,0.008,0.006,0.006,0.0,0.0
413788,InCo2Ag,Co,Ag,In,-4.568,0.362,6.1246516531029185,Fm-3m,0.048,0.047,0.047,0.002,-0.002
412245,MgCo2Ag,Co,Ag,Mg,-4.277,0.359,6.03959004863474,Fm-3m,2.492,1.338,1.338,0.031,-0.03
413317,Co2AgPb,Co,Ag,Pb,-4.686,0.49,6.222326717821817,Fm-3m,1.348,0.728,0.728,-0.015,-0.045
413665,Co2AgSb,Co,Ag,Sb,-5.067,0.213,6.133595871979628,Fm-3m,1.132,0.618,0.618,-0.026,-0.02
413373,Co2SiAg,Co,Ag,Si,-5.502,0.105,5.807995315029852,Fm-3m,0.168,0.102,0.101,-0.006,-0.007
413040,Co2AgSn,Co,Ag,Sn,-5.04,0.189,6.120098536012995,Fm-3m,-0.004,-0.002,-0.002,0.0,0.0
412091,AlCo2Au,Co,Au,Al,-5.312,-0.014,5.920126610391764,Fm-3m,0.004,0.009,0.009,-0.001,0.0
411923,Co2AsAu,Co,Au,As,-5.316,0.219,6.059264543480697,Fm-3m,2.404,1.235,1.235,0.012,-0.014
413969,Co2BAu,Co,Au,B,-5.354,0.677,5.729466775831082,Fm-3m,2.408,1.247,1.247,0.054,-0.069
413896,Co2BiAu,Co,Au,Bi,-5.001,0.37,6.340596161768217,Fm-3m,2.072,1.092,1.092,-0.011,-0.029
412479,GaCo2Au,Co,Au,Ga,-5.058,0.062,5.978590362100756,Fm-3m,2.292,1.196,1.196,0.038,-0.071
412417,Co2GeAu,Co,Au,Ge,-5.373,0.144,5.991692205772134,Fm-3m,1.872,0.985,0.985,0.007,-0.048
412067,InCo2Au,Co,Au,In,-4.853,0.189,6.173735583363663,Fm-3m,2.412,1.263,1.263,0.029,-0.071
413888,Co2PbAu,Co,Au,Pb,-4.883,0.405,6.250711385692457,Fm-3m,1.888,1.001,1.001,-0.004,-0.047
413063,Co2SbAu,Co,Au,Sb,-5.214,0.177,6.159148698908529,Fm-3m,1.352,0.717,0.717,-0.029,-0.018
413616,Co2SiAu,Co,Au,Si,-5.656,0.061,5.857999138287396,Fm-3m,-0.004,-0.003,-0.003,0.0,0.0
